fecha,producto_id,demanda,categoria_abc,variabilidad,prediccion_media_movil,prediccion_regresion_lineal,prediccion_xgboost,metodo_usado,prediccion_final,error_final
2023-10-01,1001,51.0,A,Media,27.666666666666668,27.430714427718403,16.160526,Media móvil,27.666666666666668,-23.333333333333332
2023-11-01,1001,44.0,A,Media,44.666666666666664,19.394641938718866,0.62623894,Media móvil,44.666666666666664,0.6666666666666643
2023-12-01,1001,45.0,A,Media,44.666666666666664,20.491031124735247,1.2538474,Media móvil,44.666666666666664,-0.3333333333333357
2023-10-01,1002,69.0,A,Alta,12.333333333333334,25.146217031230822,8.194638,Regresión Lineal,25.146217031230822,-43.85378296876918
2023-11-01,1002,24.0,A,Alta,28.333333333333332,16.27505784190162,8.184254,Regresión Lineal,16.27505784190162,-7.724942158098379
2023-12-01,1002,0.0,A,Alta,31.0,17.423840137694032,7.975936,Regresión Lineal,17.423840137694032,17.423840137694032
2023-10-01,1003,0.0,A,Alta,19.0,18.155537655529645,9.567957,XGBoost,9.567956924438477,9.567956924438477
2023-11-01,1003,11.0,A,Alta,12.333333333333334,19.784044313878585,23.02593,XGBoost,23.025930404663086,12.025930404663086
2023-12-01,1003,47.0,A,Alta,16.0,20.028309503784865,20.396772,XGBoost,20.396772384643555,-26.603227615356445
2023-10-01,1004,0.0,A,Alta,26.0,8.96792491951748,2.567239,XGBoost,2.5672390460968018,2.5672390460968018
2023-11-01,1004,1.0,A,Alta,9.0,11.245089307610787,1.1796603,XGBoost,1.1796603202819824,0.17966032028198242
2023-12-01,1004,11.0,A,Alta,9.333333333333334,10.952720412780245,5.7902637,XGBoost,5.790263652801514,-5.209736347198486
2023-10-01,1005,0.0,A,Alta,12.0,20.156508613529965,4.90103,XGBoost,4.90103006362915,4.90103006362915
2023-11-01,1005,71.0,A,Alta,12.0,21.48109709476504,30.759932,XGBoost,30.759931564331055,-40.240068435668945
2023-12-01,1005,28.0,A,Alta,28.666666666666668,9.53173895659764,1.9127166,XGBoost,1.9127166271209717,-26.08728337287903
2023-10-01,1006,0.0,A,Alta,36.0,7.220277097380809,0.8745594,XGBoost,0.8745594024658203,0.8745594024658203
2023-11-01,1006,22.0,A,Alta,36.0,6.587811296623105,23.28723,XGBoost,23.287229537963867,1.2872295379638672
2023-12-01,1006,0.0,A,Alta,43.333333333333336,1.196042023325825,2.7428362,XGBoost,2.7428362369537354,2.7428362369537354
2023-10-01,1007,0.0,C,Alta,5.333333333333333,14.904264653158506,2.5080783,XGBoost,2.5080783367156982,2.5080783367156982
2023-11-01,1007,0.0,C,Alta,5.333333333333333,13.83689790084685,1.9718664,XGBoost,1.9718663692474365,1.9718663692474365
2023-12-01,1007,0.0,C,Alta,0.0,12.436545633764439,5.0046625,XGBoost,5.00466251373291,5.00466251373291
2023-10-01,1008,24.0,A,Media,24.0,31.46708256221736,17.403944,XGBoost,17.40394401550293,-6.59605598449707
2023-11-01,1008,0.0,A,Media,32.0,29.977027203828538,7.518179,XGBoost,7.518178939819336,7.518178939819336
2023-12-01,1008,99.0,A,Media,18.666666666666668,33.275889566437144,44.735912,XGBoost,44.73591232299805,-54.26408767700195
2023-10-01,1009,0.0,A,Alta,11.0,15.325649491120632,2.2044816,XGBoost,2.204481601715088,2.204481601715088
2023-11-01,1009,14.0,A,Alta,11.0,21.43414843944916,10.169704,XGBoost,10.16970443725586,-3.8302955627441406
2023-12-01,1009,0.0,A,Alta,4.666666666666667,22.170532640989073,5.586449,XGBoost,5.586449146270752,5.586449146270752
2023-10-01,1010,20.0,B,Alta,0.0,24.5055603431912,6.940619,Regresión Lineal,24.5055603431912,4.505560343191199
2023-11-01,1010,0.0,B,Alta,6.666666666666667,19.65506780133407,2.660675,Regresión Lineal,19.65506780133407,19.65506780133407
2023-12-01,1010,30.0,B,Alta,6.666666666666667,16.909831915290553,4.683117,Regresión Lineal,16.909831915290553,-13.090168084709447
2023-10-01,1011,0.0,C,Alta,0.0,7.297916738011757,7.6592245,Media móvil,0.0,0.0
2023-11-01,1011,0.0,C,Alta,0.0,5.288264590666541,6.5554776,Media móvil,0.0,0.0
2023-12-01,1011,13.0,C,Alta,0.0,2.5430287046230244,10.445145,Media móvil,0.0,-13.0
2023-10-01,1012,34.0,A,Media,6.333333333333333,24.287293103465604,8.545446,Regresión Lineal,24.287293103465604,-9.712706896534396
2023-11-01,1012,21.0,A,Media,17.666666666666668,17.607675967686582,4.3423257,Regresión Lineal,17.607675967686582,-3.392324032313418
2023-12-01,1012,13.0,A,Media,24.666666666666668,13.67714826716188,23.035755,Regresión Lineal,13.67714826716188,0.6771482671618791
2023-10-01,1013,66.0,A,Alta,14.0,28.10185170898951,12.102025,XGBoost,12.102025032043457,-53.89797496795654
2023-11-01,1013,0.0,A,Alta,36.0,18.80495082721393,2.2185054,XGBoost,2.218505382537842,2.218505382537842
2023-12-01,1013,0.0,A,Alta,27.333333333333332,18.245150821982207,6.6199393,XGBoost,6.61993932723999,6.61993932723999
2023-10-01,1014,0.0,A,Alta,27.0,16.778908930535497,5.134117,XGBoost,5.134117126464844,5.134117126464844
2023-11-01,1014,26.0,A,Alta,24.666666666666668,18.11201605966078,15.388855,XGBoost,15.38885498046875,-10.61114501953125
2023-12-01,1014,53.0,A,Alta,24.666666666666668,13.482209383550146,14.908906,XGBoost,14.908905982971191,-38.09109401702881
2023-10-01,1015,23.0,A,Alta,49.0,4.480321031464651,0.71086633,Regresión Lineal,4.480321031464651,-18.51967896853535
2023-11-01,1015,1.0,A,Alta,53.666666666666664,0.0,0.11826235,Regresión Lineal,0.0,-1.0
2023-12-01,1015,0.0,A,Alta,37.0,3.186322092292354,0.06572444,Regresión Lineal,3.186322092292354,3.186322092292354
