producto_id,demanda_total,media,desviacion,cv,variabilidad,demanda_acumulada_pct,categoria_abc,usar_ml
1090,590.0,49.166666666666664,29.353126930636545,0.5970127511315908,Media,0.023340454149853626,A,True
1092,548.0,45.666666666666664,35.42555147022692,0.7757420029976698,Media,0.04501938444497191,A,True
1062,506.0,42.166666666666664,43.717758682741554,1.0367847908950567,Alta,0.06503679088535486,A,True
1099,502.0,41.833333333333336,36.74193376742298,0.8782932374682783,Media,0.08489595695862015,A,True
1058,452.0,37.666666666666664,51.051370444312504,1.3553461179905975,Alta,0.10277711844291479,A,True
1008,407.0,33.916666666666664,28.779596097151042,0.8485384598668613,Media,0.11887807579713584,A,True
1033,404.0,33.666666666666664,27.234114079532123,0.8089340815702611,Media,0.13486035287601866,A,True
1024,398.0,33.166666666666664,31.659648345067467,0.9545622616603257,Media,0.15060526940422503,A,True
1061,391.0,32.583333333333336,36.800341730956134,1.1294222526124644,Alta,0.16607326528997549,A,True
1089,390.0,32.5,35.41571299963799,1.0897142461427074,Alta,0.1815017010839465,A,True
1001,374.0,31.166666666666668,28.96654287381575,0.9294077927427513,Media,0.19629717540944694,A,True
1063,373.0,31.083333333333332,28.00148805569685,0.9008521626497646,Media,0.21105308964316796,A,True
1019,359.0,29.916666666666668,29.77936544086536,0.9954105439843574,Media,0.22525516259197723,A,True
1086,357.0,29.75,22.744130111865225,0.764508575188747,Media,0.23937811535722764,A,True
1075,355.0,29.583333333333332,34.45803332469891,1.164778591257428,Alta,0.2534219479389192,A,True
1047,354.0,29.5,36.622149284030534,1.2414287892891707,Alta,0.2674262204288314,A,True
1054,348.0,29.0,28.683222844151818,0.9890766497983385,Media,0.2811931323680671,A,True
1096,341.0,28.416666666666668,11.341463215951805,0.39911307504815735,Baja,0.2946831236648469,A,True
1069,336.0,28.0,28.345273776320198,1.01233120629715,Alta,0.30797531450272964,A,True
1067,333.0,27.75,29.412814152400248,1.059921230717126,Alta,0.32114882506527415,A,True
1017,316.0,26.333333333333332,24.3098683042442,0.9231595558573747,Media,0.33364981406756866,A,True
1036,314.0,26.166666666666668,18.448125469362285,0.7050239032877306,Media,0.3460716828863043,A,True
1053,309.0,25.75,31.954868742707056,1.240965776415808,Alta,0.3582957512461429,A,True
1023,309.0,25.75,26.306324853022083,1.0216048486610518,Alta,0.37051981960598146,A,True
1002,308.0,25.666666666666668,26.776289828310738,1.0432320712328857,Alta,0.3827043278740407,A,True
1093,304.0,25.333333333333332,28.60175879313379,1.1290167944658076,Alta,0.3947305957749822,A,True
1025,296.0,24.666666666666668,27.743413086658418,1.1247329629726386,Alta,0.40644038294168844,A,True
1013,294.0,24.5,27.730849247724095,1.1318713978662895,Alta,0.41807104992483585,A,True
1030,293.0,24.416666666666668,25.74510839092751,1.0544071695943007,Alta,0.4296621568162038,A,True
1060,280.0,23.333333333333332,25.295825503011123,1.0841068072719053,Alta,0.44073898251443944,A,True
1048,280.0,23.333333333333332,36.95779738943851,1.5839056024045077,Alta,0.45181580821267503,A,True
1039,279.0,23.25,21.037304528341597,0.9048303022942622,Media,0.46285307381913127,A,True
1073,278.0,23.166666666666668,39.45730335284949,1.703192950482712,Alta,0.47385077933380804,A,True
1052,277.0,23.083333333333332,32.37973084658008,1.4027320222345163,Alta,0.48480892475670545,A,True
1085,270.0,22.5,21.572288621368767,0.9587683831719451,Media,0.49549014953714693,A,True
1028,269.0,22.416666666666668,46.584153242635345,2.0781034903777846,Alta,0.506131814225809,A,True
1050,265.0,22.083333333333332,26.455651856484565,1.1979917821804331,Alta,0.5166152385473535,A,True
1012,263.0,21.916666666666668,19.658254492629037,0.8969545776104503,Media,0.527019542685339,A,True
1051,261.0,21.75,27.069355367278327,1.2445680628633713,Alta,0.5373447266397658,A,True
1087,260.0,21.666666666666668,27.690934956911057,1.2780431518574333,Alta,0.5476303505024132,A,True
